CHROM	BIN_START	BIN_END	N_VARIANTS	WEIGHTED_FST	MEAN_FST	Significance at p = 0.05
BgChr_2	18290001	18300000	85	0.0104468	0.0102389	NO
BgChr_2	18295001	18305000	69	0.0110881	0.0108199	NO
BgChr_2	18300001	18310000	77	0.0109941	0.0107678	NO
BgChr_2	18305001	18315000	78	0.00376424	0.00384577	NO
BgChr_2	18310001	18320000	84	0.00723157	0.00694928	NO
BgChr_2	18315001	18325000	45	0.0148009	0.013958	NO
BgChr_2	18320001	18330000	2	0.0506858	0.0507418	NO
BgChr_2	18330001	18340000	3	0.00102445	0.000942471	NO
BgChr_2	18340001	18350000	70	0.00504046	0.00449738	NO
BgChr_2	18345001	18355000	36	0.0156469	0.0154503	NO
BgChr_2	18350001	18360000	71	0.00493732	0.00492511	NO
BgChr_2	18355001	18365000	85	0.00177391	0.00152207	NO
BgChr_2	18360001	18370000	71	0.00908616	0.00871763	NO
BgChr_2	18365001	18375000	95	0.0188526	0.0186564	NO
BgChr_2	18370001	18380000	68	0.0159929	0.0156932	NO
BgChr_2	18380001	18390000	61	0.00556785	0.00531493	NO
BgChr_2	18385001	18395000	65	0.00880046	0.00864499	NO
BgChr_2	18400001	18410000	96	0.00236838	0.00233142	NO
BgChr_2	18405001	18415000	92	0.0109026	0.0107264	NO
BgChr_2	18410001	18420000	67	0.0154416	0.0147077	NO
BgChr_2	18415001	18425000	62	0.00615211	0.00556217	NO
BgChr_2	18420001	18430000	56	0.0143794	0.0140145	NO
BgChr_2	18425001	18435000	62	0.019562	0.0193207	NO
BgChr_2	18430001	18440000	92	0.014056	0.0138859	NO
BgChr_2	18435001	18445000	138	0.0146055	0.0144107	NO
BgChr_2	18440001	18450000	160	0.0146222	0.0143844	NO
BgChr_2	18445001	18455000	166	0.0150215	0.0147883	NO
BgChr_2	18450001	18460000	174	0.0105603	0.0102689	NO
BgChr_2	18455001	18465000	139	0.0099924	0.00970407	NO
BgChr_2	18460001	18470000	50	0.0168615	0.0166086	NO
BgChr_2	18470001	18480000	18	0.0240029	0.0229653	NO
BgChr_2	18475001	18485000	75	0.0245813	0.0239674	NO
BgChr_2	18480001	18490000	122	0.0148822	0.0145462	NO
BgChr_2	18485001	18495000	149	0.0123238	0.0121579	NO
BgChr_2	18490001	18500000	97	0.0186118	0.0184274	NO
BgChr_2	18495001	18505000	77	0.0164317	0.0159838	NO
BgChr_2	18500001	18510000	155	0.00735008	0.00703804	NO
BgChr_2	18505001	18515000	172	0.00639566	0.0061484	NO
BgChr_2	18510001	18520000	165	0.0166888	0.0164948	NO
BgChr_2	18515001	18525000	146	0.0170755	0.0168869	NO
BgChr_2	18520001	18530000	121	0.00518989	0.00506281	NO
BgChr_2	18525001	18535000	104	0.00583817	0.00553964	NO
BgChr_2	18530001	18540000	76	0.00409481	0.00364413	NO
BgChr_2	18545001	18555000	57	0.00536243	0.0050921	NO
BgChr_2	18550001	18560000	49	0.00880975	0.00863158	NO
BgChr_2	18555001	18565000	69	0.00319432	0.00302838	NO
BgChr_2	18560001	18570000	80	0.00604305	0.00598023	NO
BgChr_2	18565001	18575000	74	0.0116138	0.0114373	NO
BgChr_2	18570001	18580000	59	0.00199496	0.00156066	NO
BgChr_2	18580001	18590000	38	0.0162829	0.0166802	NO
BgChr_2	18585001	18595000	40	0.0195305	0.0196445	NO
BgChr_2	18590001	18600000	38	0.0124786	0.0114892	NO
BgChr_2	18595001	18605000	22	0.0140478	0.0127322	NO
BgChr_2	18600001	18610000	31	0.00655032	0.00636136	NO
BgChr_2	18605001	18615000	40	0.00641657	0.0060545	NO
BgChr_2	18610001	18620000	31	0.00793751	0.00755921	NO
BgChr_2	18615001	18625000	46	0.00392335	0.00354243	NO
BgChr_2	18620001	18630000	69	0.00422815	0.00380214	NO
BgChr_2	18625001	18635000	119	0.00928181	0.00912731	NO
BgChr_2	18630001	18640000	178	0.0146779	0.014517	NO
BgChr_2	18635001	18645000	171	0.017665	0.0174876	NO
BgChr_2	18640001	18650000	74	0.0179307	0.017835	NO
BgChr_2	18650001	18660000	107	0.00470497	0.00419265	NO
BgChr_2	18655001	18665000	102	0.0100689	0.0096336	NO
BgChr_2	18660001	18670000	95	0.0110122	0.0109154	NO
BgChr_2	18665001	18675000	121	0.00992974	0.0096907	NO
BgChr_2	18670001	18680000	108	0.0104479	0.0101702	NO
BgChr_2	18675001	18685000	52	0.0100817	0.00993099	NO
BgChr_2	18680001	18690000	78	0.0205799	0.0201447	NO
BgChr_2	18685001	18695000	154	0.0158933	0.0155967	NO
BgChr_2	18690001	18700000	116	0.0126017	0.0124096	NO
BgChr_2	18695001	18705000	48	0.0172334	0.0168799	NO
BgChr_2	18700001	18710000	71	0.011688	0.011458	NO
BgChr_2	18705001	18715000	105	0.0220435	0.021584	NO
BgChr_2	18710001	18720000	126	0.0167797	0.0164234	NO
BgChr_2	18715001	18725000	143	0.00941175	0.00925175	NO
BgChr_2	18720001	18730000	111	0.0151739	0.01501	NO
BgChr_2	18725001	18735000	79	0.0160127	0.0158631	NO
BgChr_2	18730001	18740000	84	0.0162088	0.0161002	NO
BgChr_2	18735001	18745000	106	0.00846505	0.00822161	NO
BgChr_2	18740001	18750000	130	0.00693091	0.00660048	NO
BgChr_2	18745001	18755000	100	0.0109679	0.0106626	NO
BgChr_2	18750001	18760000	88	0.0162455	0.015762	NO
BgChr_2	18755001	18765000	98	0.0184908	0.0180259	NO
BgChr_2	18760001	18770000	43	0.0136469	0.013246	NO
BgChr_2	18765001	18775000	21	0.00215993	0.00192294	NO
BgChr_2	18770001	18780000	29	0.00713635	0.0068246	NO
BgChr_2	18780001	18790000	80	0.00728327	0.0072604	NO
BgChr_2	18785001	18795000	105	0.015456	0.0152801	NO
BgChr_2	18790001	18800000	97	0.01226	0.0119632	NO
BgChr_2	18795001	18805000	60	0.0081334	0.0080018	NO
BgChr_2	18800001	18810000	64	0.0166852	0.0163774	NO
BgChr_2	18805001	18815000	133	0.0131363	0.0128348	NO
BgChr_2	18810001	18820000	179	0.012657	0.0122525	NO
BgChr_2	18815001	18825000	119	0.0182695	0.0177596	NO
BgChr_2	18820001	18830000	39	0.0212197	0.0208097	NO
BgChr_2	18825001	18835000	37	0.0145297	0.0142377	NO
BgChr_2	18830001	18840000	47	0.0128696	0.0125821	NO
BgChr_2	18835001	18845000	53	0.00492298	0.00470827	NO
BgChr_2	18845001	18855000	63	0.00154113	0.00113191	NO
BgChr_2	18850001	18860000	93	0.00747975	0.00720924	NO
BgChr_2	18855001	18865000	77	0.00853352	0.00817538	NO
BgChr_2	18860001	18870000	41	0.00342941	0.00282298	NO
BgChr_2	18870001	18880000	47	0.00575418	0.00530554	NO
BgChr_2	18875001	18885000	65	0.00110254	0.000705352	NO
BgChr_2	18900001	18910000	25	0.0405144	0.0406014	NO
BgChr_2	18905001	18915000	94	0.0232315	0.0231756	NO
BgChr_2	18910001	18920000	149	0.00718849	0.00691892	NO
BgChr_2	18915001	18925000	229	0.00300845	0.00263593	NO
BgChr_2	18920001	18930000	313	0.00112437	0.000805049	NO
BgChr_2	18930001	18940000	110	0.010129	0.00967694	NO
BgChr_2	18935001	18945000	54	0.0137468	0.0131963	NO
BgChr_2	18940001	18950000	65	0.014824	0.0145089	NO
BgChr_2	18945001	18955000	95	0.0139429	0.0136227	NO
BgChr_2	18950001	18960000	121	0.01173	0.0110994	NO
BgChr_2	18955001	18965000	202	0.0172016	0.0168061	NO
BgChr_2	18960001	18970000	161	0.0167043	0.0165914	NO
BgChr_2	18965001	18975000	67	0.00892547	0.00862961	NO
BgChr_2	18970001	18980000	87	0.0128235	0.0123636	NO
BgChr_2	18975001	18985000	127	0.00984792	0.00968329	NO
BgChr_2	18980001	18990000	141	0.0110349	0.010582	NO
BgChr_2	18985001	18995000	137	0.0161691	0.0156063	NO
BgChr_2	18990001	19000000	122	0.0163149	0.0158347	NO
BgChr_2	18995001	19005000	94	0.0180087	0.0176763	NO
BgChr_2	19000001	19010000	103	0.0183189	0.0181755	NO
BgChr_2	19005001	19015000	117	0.0103101	0.00992654	NO
BgChr_2	19010001	19020000	96	0.00680172	0.00633426	NO
BgChr_2	19015001	19025000	71	0.0092482	0.00895772	NO
BgChr_2	19020001	19030000	46	0.00181892	0.00148366	NO
BgChr_2	19030001	19040000	103	0.00429924	0.00384409	NO
BgChr_2	19035001	19045000	128	0.0133451	0.0127582	NO
BgChr_2	19040001	19050000	129	0.0111692	0.0105034	NO
BgChr_2	19045001	19055000	123	0.0182177	0.0176302	NO
BgChr_2	19050001	19060000	89	0.0263037	0.0258168	NO
BgChr_2	19055001	19065000	27	0.0154683	0.0149853	NO
BgChr_2	19070001	19080000	52	0.0196686	0.0192093	NO
BgChr_2	19075001	19085000	37	0.0315605	0.0309491	NO
BgChr_2	19080001	19090000	38	0.0144081	0.0142555	NO
BgChr_2	19085001	19095000	58	0.0156282	0.0153873	NO
BgChr_2	19090001	19100000	62	0.0215879	0.0212641	NO
BgChr_2	19095001	19105000	85	0.0149102	0.0144903	NO
BgChr_2	19100001	19110000	80	0.00778901	0.00736882	NO
BgChr_2	19105001	19115000	77	0.00584367	0.00557463	NO
BgChr_2	19110001	19120000	100	0.00765827	0.00736414	NO
BgChr_2	19115001	19125000	164	0.00647644	0.00609863	NO
BgChr_2	19120001	19130000	129	0.00902452	0.00850922	NO
BgChr_2	19125001	19135000	63	0.00605058	0.00535744	NO
BgChr_2	19135001	19145000	138	0.0147889	0.0143188	NO
BgChr_2	19140001	19150000	188	0.0115732	0.0112606	NO
BgChr_2	19145001	19155000	150	0.00854154	0.00834337	NO
BgChr_2	19150001	19160000	129	0.012953	0.0126569	NO
BgChr_2	19155001	19165000	110	0.0131229	0.0125723	NO
BgChr_2	19160001	19170000	44	0.0190429	0.0179834	NO
BgChr_2	19165001	19175000	31	0.0182826	0.0179595	NO
BgChr_2	19170001	19180000	90	0.0124216	0.0120593	NO
BgChr_2	19175001	19185000	158	0.0087643	0.00839485	NO
BgChr_2	19180001	19190000	139	0.00592989	0.0054208	NO
BgChr_2	19185001	19195000	117	0.00974455	0.00921601	NO
BgChr_2	19190001	19200000	138	0.0182832	0.017947	NO
BgChr_2	19195001	19205000	124	0.0164666	0.016227	NO
BgChr_2	19200001	19210000	125	0.0116646	0.0113571	NO
BgChr_2	19205001	19215000	145	0.0212111	0.0208383	NO
BgChr_2	19210001	19220000	109	0.0240403	0.0238409	NO
BgChr_2	19215001	19225000	28	0.0114434	0.0111368	NO
BgChr_2	19220001	19230000	49	0.0116482	0.0108552	NO
BgChr_2	19225001	19235000	134	0.0132996	0.0127645	NO
BgChr_2	19230001	19240000	177	0.0158512	0.0155076	NO
BgChr_2	19235001	19245000	141	0.0197296	0.0194026	NO
BgChr_2	19240001	19250000	112	0.0181611	0.0178989	NO
BgChr_2	19245001	19255000	129	0.0140128	0.0138706	NO
BgChr_2	19250001	19260000	125	0.0115883	0.0113966	NO
BgChr_2	19255001	19265000	125	0.00112275	0.000760025	NO
BgChr_2	19260001	19270000	160	0.00268924	0.00235495	NO
BgChr_2	19265001	19275000	130	0.0129183	0.0125203	NO
BgChr_2	19270001	19280000	82	0.0216117	0.0207715	NO
BgChr_2	19275001	19285000	80	0.0206012	0.0199271	NO
BgChr_2	19280001	19290000	85	0.0104317	0.0100771	NO
BgChr_2	19285001	19295000	66	0.00719777	0.00690194	NO
BgChr_2	19290001	19300000	17	0.0199899	0.019904	NO
BgChr_2	19310001	19320000	83	0.00475305	0.00441056	NO
BgChr_2	19315001	19325000	80	0.00803991	0.00755974	NO
BgChr_2	19320001	19330000	82	0.00285049	0.00195707	NO
BgChr_2	19325001	19335000	118	0.0079727	0.00699739	NO
BgChr_2	19330001	19340000	100	0.00992654	0.00906024	NO
BgChr_2	19340001	19350000	101	0.00532694	0.00497731	NO
BgChr_2	19345001	19355000	128	0.0158787	0.0156003	NO
BgChr_2	19350001	19360000	115	0.0248087	0.0243414	NO
BgChr_2	19355001	19365000	94	0.021148	0.0205443	NO
BgChr_2	19360001	19370000	96	0.0174029	0.0170059	NO
BgChr_2	19365001	19375000	75	0.0172373	0.0169999	NO
BgChr_2	19380001	19390000	49	0.00586987	0.00519782	NO
BgChr_2	19385001	19395000	66	0.0178896	0.017702	NO
BgChr_2	19390001	19400000	63	0.0136613	0.0133499	NO
BgChr_2	19395001	19405000	86	0.00718698	0.00702877	NO
BgChr_2	19400001	19410000	69	0.00327611	0.00318767	NO
BgChr_2	19410001	19420000	54	0.00696892	0.0066458	NO
BgChr_2	19415001	19425000	93	0.00564388	0.00538411	NO
BgChr_2	19420001	19430000	108	0.00723793	0.00700827	NO
BgChr_2	19425001	19435000	130	0.0143174	0.0141926	NO
BgChr_2	19430001	19440000	134	0.0143556	0.0142458	NO
BgChr_2	19435001	19445000	125	0.00864252	0.00843956	NO
BgChr_2	19440001	19450000	106	0.00931749	0.009089	NO
BgChr_2	19445001	19455000	91	0.00966738	0.00924795	NO
BgChr_2	19450001	19460000	102	0.00381062	0.00347248	NO
BgChr_2	19455001	19465000	118	0.00832539	0.00814623	NO
BgChr_2	19460001	19470000	114	0.0206049	0.0201012	NO
BgChr_2	19465001	19475000	59	0.0256282	0.0248123	NO
BgChr_2	19470001	19480000	27	0.00300704	0.00279588	NO
BgChr_2	19480001	19490000	31	0.0012068	0.00113488	NO
BgChr_2	19485001	19495000	64	0.00231349	0.00223213	NO
BgChr_2	19490001	19500000	73	0.00297746	0.00282209	NO
BgChr_2	19495001	19505000	106	0.00544322	0.00510666	NO
BgChr_2	19500001	19510000	73	0.00645853	0.00605935	NO
BgChr_2	19510001	19520000	108	0.00659339	0.00620713	NO
BgChr_2	19515001	19525000	94	0.0145848	0.0141512	NO
BgChr_2	19520001	19530000	96	0.00474742	0.00427132	NO
BgChr_2	19525001	19535000	137	0.00873491	0.00837149	NO
BgChr_2	19530001	19540000	117	0.0142611	0.0140396	NO
BgChr_2	19535001	19545000	77	0.00626102	0.00595087	NO
BgChr_2	19540001	19550000	45	0.00231933	0.00206738	NO
BgChr_2	19545001	19555000	47	0.0143792	0.0137429	NO
BgChr_2	19550001	19560000	56	0.014431	0.0140012	NO
BgChr_2	19555001	19565000	58	0.00638514	0.00613173	NO
BgChr_2	19560001	19570000	35	0.00773011	0.00746415	NO
BgChr_2	19565001	19575000	64	0.00582703	0.00556211	NO
BgChr_2	19570001	19580000	69	0.00628631	0.00596932	NO
BgChr_2	19575001	19585000	40	0.0173818	0.0169258	NO
BgChr_2	19580001	19590000	104	0.0156365	0.0151614	NO
BgChr_2	19585001	19595000	122	0.0182735	0.0178068	NO
BgChr_2	19590001	19600000	85	0.0179766	0.0175427	NO
BgChr_2	19595001	19605000	51	0.0169475	0.0165405	NO
BgChr_2	19600001	19610000	33	0.0294888	0.0291331	NO
BgChr_2	19605001	19615000	45	0.027002	0.0265122	NO
BgChr_2	19610001	19620000	81	0.0162656	0.0158599	NO
BgChr_2	19615001	19625000	72	0.010305	0.00987669	NO
BgChr_2	19620001	19630000	19	0.00509616	0.00444869	NO
BgChr_2	19625001	19635000	45	0.0208371	0.0187336	NO
BgChr_2	19630001	19640000	76	0.0179021	0.0167056	NO
BgChr_2	19635001	19645000	69	0.0101473	0.0100981	NO
BgChr_2	19640001	19650000	57	0.007274	0.00703853	NO
BgChr_2	19645001	19655000	67	0.0162906	0.0157913	NO
BgChr_2	19650001	19660000	83	0.0232552	0.0227682	NO
BgChr_2	19655001	19665000	101	0.0161503	0.0157394	NO
BgChr_2	19660001	19670000	100	0.00965319	0.00929288	NO
BgChr_2	19665001	19675000	58	0.00521652	0.00488326	NO
BgChr_2	19675001	19685000	48	0.00284016	0.0024668	NO
BgChr_2	19680001	19690000	71	0.00796748	0.0076423	NO
BgChr_2	19685001	19695000	41	0.00429843	0.00380366	NO
BgChr_2	19720001	19730000	85	0.00310302	0.00283533	NO
BgChr_2	19755001	19765000	62	0.00442607	0.00379246	NO
BgChr_2	19760001	19770000	17	0.00820286	0.0073408	NO
BgChr_2	19770001	19780000	20	0.00421473	0.00398136	NO
BgChr_2	19870001	19880000	65	0.00397114	0.00339911	NO
BgChr_2	19875001	19885000	50	0.00732539	0.00771572	NO
BgChr_2	19915001	19925000	102	0.00359902	0.00341293	NO
BgChr_2	19920001	19930000	116	0.00602369	0.00581313	NO
BgChr_2	19925001	19935000	114	0.000564592	0.00043159	NO
BgChr_2	19935001	19945000	120	0.000455976	0.000173994	NO
BgChr_2	19945001	19955000	66	0.00148136	0.00131414	NO
BgChr_2	19950001	19960000	91	0.0031277	0.00287779	NO
BgChr_2	19955001	19965000	81	0.00243147	0.00216025	NO
BgChr_2	19980001	19990000	58	0.00253704	0.00167485	NO
BgChr_2	19985001	19995000	54	0.00358595	0.00327937	NO
BgChr_2	20015001	20025000	100	0.00738246	0.00721268	NO
BgChr_2	20020001	20030000	90	0.0107822	0.0105619	NO
BgChr_2	20025001	20035000	86	0.000194054	-3.66262E-05	NO
BgChr_2	20040001	20050000	113	0.000663764	0.000423609	NO
BgChr_2	20045001	20055000	107	0.00389844	0.0036642	NO
BgChr_2	20050001	20060000	48	0.00229118	0.00201124	NO
BgChr_2	20055001	20065000	38	0.00293202	0.00234418	NO
BgChr_2	20075001	20085000	124	0.00326232	0.00315606	NO
BgChr_2	20080001	20090000	70	0.00877216	0.00869732	NO
BgChr_2	20085001	20095000	55	0.00649715	0.00632692	NO
BgChr_2	20090001	20100000	58	0.00549451	0.00528227	NO
BgChr_2	20110001	20120000	58	0.00338091	0.00288225	NO
BgChr_2	20115001	20125000	90	0.00472916	0.00433834	NO
BgChr_2	20140001	20150000	40	0.0135586	0.0131827	NO
BgChr_2	20145001	20155000	47	0.0107499	0.0105111	NO
BgChr_2	20150001	20160000	81	0.00300617	0.00274825	NO
BgChr_2	20155001	20165000	68	7.43898E-05	-0.000157324	NO
BgChr_2	20165001	20175000	113	0.00110009	0.000930775	NO
BgChr_2	20170001	20180000	46	0.00208423	0.00181891	NO
BgChr_2	20215001	20225000	113	0.00737014	0.00682669	NO
BgChr_2	20220001	20230000	49	0.0114108	0.0105389	NO
BgChr_2	20225001	20235000	4	0.00891501	0.00882253	NO
BgChr_2	20250001	20260000	23	0.0071941	0.00688116	NO
BgChr_2	20255001	20265000	88	0.00364704	0.00347449	NO
BgChr_2	20260001	20270000	68	0.00169094	0.00152841	NO
BgChr_2	20285001	20295000	74	0.00350088	0.0031304	NO
BgChr_2	20290001	20300000	77	0.0102036	0.00954993	NO
BgChr_2	20295001	20305000	125	0.002178	0.00180162	NO
BgChr_2	20305001	20315000	89	0.000614672	0.000377317	NO
BgChr_2	20325001	20335000	116	0.00103233	0.000920175	NO
BgChr_2	20340001	20350000	78	0.00147719	0.00130458	NO
BgChr_2	20360001	20370000	161	0.000776843	0.000558022	NO
BgChr_2	20370001	20380000	171	0.00416148	0.00393787	NO
BgChr_2	20375001	20385000	129	0.00679348	0.00656688	NO
BgChr_2	20385001	20395000	83	0.00498845	0.00452018	NO
BgChr_2	20390001	20400000	82	0.00772967	0.0073868	NO
BgChr_2	20395001	20405000	91	0.000808677	0.000332823	NO
BgChr_2	20410001	20420000	32	0.00830769	0.00806252	NO
BgChr_2	20470001	20480000	173	0.00486229	0.00470744	NO
BgChr_2	20475001	20485000	112	0.00198387	0.00186859	NO
BgChr_2	20510001	20520000	129	0.00215276	0.00197951	NO
BgChr_2	20535001	20545000	101	0.000986662	0.000831449	NO
BgChr_2	20540001	20550000	163	0.00231652	0.00219565	NO
BgChr_2	20560001	20570000	33	5.02367E-05	-1.77988E-05	NO
BgChr_2	20565001	20575000	103	0.0048201	0.00470526	NO
BgChr_2	20570001	20580000	135	0.00721451	0.00682712	NO
BgChr_2	20575001	20585000	138	0.000866236	0.000618549	NO
BgChr_2	20595001	20605000	96	0.000907476	0.000637539	NO
BgChr_2	20630001	20640000	2	0.00683404	0.00767236	NO
BgChr_2	20650001	20660000	73	0.000875672	0.000805638	NO
BgChr_2	20655001	20665000	111	0.000744595	0.00061881	NO
BgChr_2	20665001	20675000	107	0.00131442	0.000779626	NO
BgChr_2	20670001	20680000	117	0.00595236	0.00568659	NO
BgChr_2	20675001	20685000	108	0.00104587	0.000825567	NO
BgChr_2	20680001	20690000	84	0.00588551	0.00549068	NO
BgChr_2	20685001	20695000	71	0.0142099	0.0139774	NO
BgChr_2	20690001	20700000	31	0.0107947	0.0103024	NO
BgChr_2	20700001	20710000	40	0.00248618	0.00211945	NO
BgChr_2	20705001	20715000	27	0.00684897	0.00643023	NO
BgChr_2	20715001	20725000	52	0.0013678	0.00102252	NO
BgChr_2	20720001	20730000	48	0.00789132	0.00739304	NO
BgChr_2	20750001	20760000	30	0.00562857	0.00534468	NO
BgChr_2	20755001	20765000	37	0.00644157	0.00596174	NO
BgChr_2	20760001	20770000	46	0.00220272	0.00165834	NO
BgChr_2	20775001	20785000	33	0.0041094	0.00409532	NO
BgChr_2	20780001	20790000	51	0.00757663	0.00753614	NO
BgChr_2	20825001	20835000	28	0.00124533	0.0011824	NO
BgChr_2	20870001	20880000	16	0.00123003	-0.000295044	NO
BgChr_2	20875001	20885000	16	0.00320524	0.00268968	NO
BgChr_2	20880001	20890000	43	0.0219012	0.0212812	NO
BgChr_2	20885001	20895000	80	0.0173187	0.0167492	NO
BgChr_2	20890001	20900000	75	0.00929052	0.00897288	NO
BgChr_2	20900001	20910000	71	0.00501794	0.00471008	NO
BgChr_2	20905001	20915000	56	0.00962151	0.00896428	NO
BgChr_2	20910001	20920000	47	4.03707E-05	-0.000719579	NO
BgChr_2	20915001	20925000	50	0.00211464	0.00152748	NO
BgChr_2	20920001	20930000	49	0.000309822	2.73155E-05	NO
BgChr_2	20940001	20950000	124	0.000288296	0.000160814	NO
BgChr_2	21000001	21010000	74	0.0047214	0.00444043	NO
BgChr_2	21005001	21015000	57	0.00759081	0.00703185	NO
BgChr_2	21010001	21020000	56	0.00335997	0.00307447	NO
BgChr_2	21050001	21060000	178	0.00125877	0.00117889	NO
BgChr_2	21060001	21070000	105	0.000980469	0.000747097	NO
BgChr_2	21065001	21075000	125	0.00182581	0.00157506	NO
BgChr_2	21095001	21105000	105	0.00154763	0.000992381	NO
BgChr_2	21100001	21110000	81	0.00552951	0.00490617	NO
BgChr_2	21105001	21115000	39	0.00819896	0.00772977	NO
BgChr_2	21130001	21140000	94	0.00532422	0.00525855	NO
BgChr_2	21150001	21160000	83	0.00153334	0.00125754	NO
BgChr_2	21155001	21165000	58	0.012114	0.0119455	NO
BgChr_2	21160001	21170000	59	0.0044099	0.00431645	NO
BgChr_2	21215001	21225000	71	0.000087209	-2.37384E-05	NO
BgChr_2	21225001	21235000	58	0.00096418	0.000726707	NO
BgChr_2	21230001	21240000	63	0.00510603	0.00489318	NO
BgChr_2	21235001	21245000	42	0.00418981	0.00392465	NO
BgChr_2	21255001	21265000	63	0.00294667	0.00275269	NO
BgChr_2	21260001	21270000	85	0.00493517	0.00467812	NO
BgChr_2	21265001	21275000	47	0.00737836	0.00704003	NO
BgChr_2	21320001	21330000	70	0.00285505	0.00261673	NO
BgChr_2	21385001	21395000	37	0.00242954	0.0024098	NO
BgChr_2	21410001	21420000	19	0.0102086	0.00788614	NO
BgChr_2	21415001	21425000	37	0.00857553	0.00703652	NO
BgChr_2	21425001	21435000	72	0.000168756	0.000106636	NO
BgChr_2	21505001	21515000	69	0.002478	0.00186301	NO
BgChr_2	21525001	21535000	96	0.0049244	0.00461688	NO
BgChr_2	21530001	21540000	118	0.00402787	0.00370715	NO
BgChr_2	21540001	21550000	112	0.000732156	0.000538245	NO
BgChr_2	21545001	21555000	106	0.00230438	0.00209993	NO
BgChr_2	21550001	21560000	100	0.0020298	0.00187224	NO
BgChr_2	21555001	21565000	58	0.00189283	0.00180704	NO
BgChr_2	21580001	21590000	71	0.00426465	0.00397549	NO
BgChr_2	21585001	21595000	31	0.00472271	0.0040656	NO
BgChr_2	21610001	21620000	17	0.0137822	0.0131048	NO
BgChr_2	21680001	21690000	29	0.00181539	0.00162362	NO
BgChr_2	21685001	21695000	45	1.50939E-05	-0.000212913	NO
BgChr_2	21775001	21785000	5	0.00662168	0.00650925	NO
BgChr_2	21780001	21790000	16	0.0141902	0.0146715	NO
BgChr_2	21785001	21795000	54	0.00636871	0.00657267	NO
BgChr_2	21790001	21800000	62	0.000387898	0.000237249	NO
BgChr_2	21815001	21825000	26	0.00528957	0.00483331	NO
BgChr_2	21830001	21840000	49	0.00836513	0.00858447	NO
BgChr_2	21850001	21860000	72	0.00485787	0.00443382	NO
BgChr_2	21855001	21865000	50	0.012071	0.0116856	NO
BgChr_2	21890001	21900000	121	0.00164051	0.00147214	NO
BgChr_2	21895001	21905000	89	0.000147918	-0.000138156	NO
BgChr_2	21915001	21925000	27	0.00751305	0.00690971	NO
BgChr_2	21920001	21930000	49	0.000859475	0.000506235	NO
BgChr_2	21925001	21935000	83	0.00184249	0.00129042	NO
BgChr_2	21940001	21950000	74	0.00434738	0.00420575	NO
BgChr_2	21945001	21955000	64	0.00663892	0.00646978	NO
BgChr_2	21950001	21960000	23	0.00229651	0.00220889	NO
BgChr_2	21990001	22000000	176	0.00438625	0.00391254	NO
BgChr_2	21995001	22005000	198	0.00301719	0.00272326	NO
BgChr_2	22000001	22010000	178	0.0022589	0.00208245	NO
BgChr_2	22005001	22015000	125	0.00585255	0.00566422	NO
BgChr_2	22055001	22065000	99	0.00584156	0.00553129	NO
BgChr_2	22060001	22070000	97	0.00577982	0.0057061	NO
BgChr_2	22100001	22110000	105	0.0154727	0.014649	NO
BgChr_2	22105001	22115000	169	0.00497512	0.0043446	NO
BgChr_2	22115001	22125000	181	0.000410315	0.000369129	NO
BgChr_2	22120001	22130000	135	0.00333347	0.00315135	NO
BgChr_2	22125001	22135000	61	0.00275736	0.0025316	NO
BgChr_2	22135001	22145000	191	0.00321359	0.00309017	NO
BgChr_2	22140001	22150000	131	0.0016383	0.00143481	NO
BgChr_2	22165001	22175000	98	0.00556326	0.00517206	NO
BgChr_2	22170001	22180000	141	0.0048506	0.00447866	NO
BgChr_2	22175001	22185000	96	0.00375939	0.00354346	NO
BgChr_2	22180001	22190000	32	0.00715885	0.00708639	NO
BgChr_2	22185001	22195000	19	0.0196439	0.0190721	NO
BgChr_2	22190001	22200000	19	0.0196439	0.0190721	NO
BgChr_2	22195001	22205000	1	0.0404774	0.0404774	NO
BgChr_2	22200001	22210000	3	0.0187507	0.0186116	NO
BgChr_2	22230001	22240000	35	0.00449869	0.00430777	NO
BgChr_2	22235001	22245000	107	0.00225328	0.00212302	NO
BgChr_2	22240001	22250000	141	0.00586353	0.00567609	NO
BgChr_2	22245001	22255000	107	0.00194624	0.00158938	NO
BgChr_2	22265001	22275000	87	0.00197799	0.00200913	NO
BgChr_2	22335001	22345000	88	0.00730963	0.00737018	NO
BgChr_2	22345001	22355000	164	0.000106422	-3.79489E-06	NO
BgChr_2	22350001	22360000	98	0.00329055	0.00316712	NO
BgChr_2	22380001	22390000	31	0.00181245	0.00142167	NO
BgChr_2	22430001	22440000	87	0.0017952	0.00149465	NO
BgChr_2	22435001	22445000	22	0.000441178	5.39473E-05	NO
BgChr_2	22440001	22450000	27	0.000489971	0.000398684	NO
BgChr_2	22525001	22535000	53	0.000790917	0.000690503	NO
BgChr_2	22540001	22550000	96	1.42564E-05	-0.000324387	NO
BgChr_2	22545001	22555000	120	0.00279513	0.00242289	NO
BgChr_2	22550001	22560000	133	0.00263762	0.00259866	NO
BgChr_2	22555001	22565000	122	0.000817774	0.000853754	NO
BgChr_2	22570001	22580000	106	0.0046077	0.00433871	NO
BgChr_2	22575001	22585000	130	0.00290627	0.00269475	NO
BgChr_2	22580001	22590000	161	0.00283568	0.00258362	NO
