
LOC106050105	XP_013064065.2
LOC106057981	XP_055872912.1
LOC106057981	XP_055872913.1
LOC106057985	XP_055888602.1
LOC106057986	XP_013070807.1
LOC106057986	XP_013070808.1
LOC106057986	XP_055861834.1
LOC106057987	XP_055881395.1
LOC106057987	XP_055881396.1
LOC106057987	XP_055881397.1
LOC106057987	XP_055881398.1
LOC106057987	XP_055881400.1
LOC106057987	XP_055881401.1
LOC106057991	XP_055873514.1
LOC106057992	XP_055872905.1
LOC106057992	XP_055872906.1
LOC106057993	XP_013070814.1
LOC106057994	XP_013070815.1
LOC106057994	XP_013070816.1
LOC106058000	XP_013070819.2
LOC106058000	XP_055900954.1
LOC106058002	XP_013070821.2
LOC106058003	XP_055899644.1
LOC106058003	XP_055899645.1
LOC106058003	XP_055899646.1
LOC106058004	XP_055899638.1
LOC106058004	XP_055899639.1
LOC106058004	XP_055899640.1
LOC106058004	XP_055899641.1
LOC106058004	XP_055899642.1
LOC106058004	XP_055899643.1
LOC106058006	XP_013070832.1
LOC106058008	XP_055890949.1
LOC106058009	XP_055883232.1
LOC106058010	XP_055869378.1
LOC106058010	XP_055869379.1
LOC106058010	XP_055869380.1
LOC106058010	XP_055869381.1
LOC106058010	XP_055869382.1
LOC106058010	XP_055869383.1
LOC106058011	XP_013070843.2
LOC106058011	XP_013070849.2
LOC106058012	XP_055892867.1
LOC106058013	XP_055883554.1
LOC106058014	XP_055895808.1
LOC106058017	XP_013070847.2
LOC106058018	XP_055901602.1
LOC106058019	XP_013070848.2
LOC106058019	XP_055860763.1
LOC106058019	XP_055860764.1
LOC106058022	NP_001298196.1
LOC106058022	XP_055861057.1
LOC106058022	XP_055861058.1
LOC106058022	XP_055861059.1
LOC106058023	XP_055863069.1
LOC106058023	XP_055863070.1
LOC106058024	XP_055885435.1
LOC106058024	XP_055885436.1
LOC106058024	XP_055885437.1
LOC106058024	XP_055885438.1
LOC106058024	XP_055885439.1
LOC106058024	XP_055885440.1
LOC106058024	XP_055885442.1
LOC106058025	XP_013070855.2
LOC106058027	XP_013070860.1
LOC106058028	XP_055860312.1
LOC106058029	XP_013070858.2
LOC106058029	XP_055860296.1
LOC106058030	XP_013070859.1
LOC106058030	XP_013070861.1
LOC106058030	XP_055860223.1
LOC106058032	XP_055872566.1
LOC106058032	XP_055872567.1
LOC106058032	XP_055872568.1
LOC106058037	XP_055865638.1
LOC106058039	XP_055868631.1
LOC106058042	XP_055896448.1
LOC106058044	XP_013070879.2
LOC106058044	XP_013070885.2
LOC106058045	XP_013070875.2
LOC106058048	XP_055878711.1
LOC106058048	XP_055878712.1
LOC106058048	XP_055878713.1
LOC106058048	XP_055878714.1
LOC106058049	XP_055883903.1
LOC106058050	XP_055883927.1
LOC106058050	XP_055883928.1
LOC106058051	XP_013070882.2
LOC106058051	XP_013070883.2
LOC106058051	XP_055883897.1
LOC106058052	XP_013070884.2
LOC106058053	XP_055883912.1
LOC106058053	XP_055883913.1
LOC106058053	XP_055883914.1
LOC106058055	XP_013070886.2
LOC106058056	XP_055867889.1
LOC106058056	XP_055867891.1
LOC106058057	XP_055892617.1
LOC106058057	XP_055892618.1
LOC106058057	XP_055892619.1
LOC106058057	XP_055892620.1
LOC106058057	XP_055892621.1
LOC106058058	XP_055895065.1
LOC106058058	XP_055895066.1
LOC106058058	XP_055895067.1
LOC106058059	XP_055895834.1
LOC106058060	XP_013070891.2
LOC106058060	XP_055879296.1
LOC106058060	XP_055879298.1
LOC106058060	XP_055879299.1
LOC106058060	XP_055879300.1
LOC106058060	XP_055879301.1
LOC106058060	XP_055879302.1
LOC106058060	XP_055879303.1
LOC106058060	XP_055879304.1
LOC106058060	XP_055879305.1
LOC106058062	XP_055874771.1
LOC106058066	XP_055872167.1
LOC106058067	XP_055872466.1
LOC106058068	XP_055872358.1
LOC106058068	XP_055872359.1
LOC106058069	XP_013070899.2
LOC106058070	XP_013070900.1
LOC106058071	XP_055873863.1
LOC106058071	XP_055873864.1
LOC106058072	XP_055876670.1
LOC106058072	XP_055876671.1
LOC106058073	XP_055874733.1
LOC106058073	XP_055874734.1
LOC106058073	XP_055874735.1
LOC106058073	XP_055874736.1
LOC106058073	XP_055874737.1
LOC106058074	XP_013070902.2
LOC106058078	XP_055884965.1
LOC106058078	XP_055884966.1
LOC106058078	XP_055884967.1
LOC106058078	XP_055884968.1
LOC106058078	XP_055884969.1
LOC106058088	XP_055860913.1
LOC106058088	XP_055860914.1
LOC106058089	XP_055869460.1
LOC106058091	XP_055874400.1
LOC106058091	XP_055874401.1
LOC106058091	XP_055874402.1
LOC106058091	XP_055874403.1
LOC106058091	XP_055874404.1
LOC106058092	XP_055880255.1
LOC106058093	XP_013070917.2
LOC106058094	XP_055879327.1
LOC106058094	XP_055879328.1
LOC106058094	XP_055879329.1
LOC106058094	XP_055879330.1
LOC106058096	NP_001298210.1
LOC106058098	XP_055875374.1
LOC106058098	XP_055875376.1
LOC106058098	XP_055875377.1
LOC106058098	XP_055875378.1
LOC106058099	XP_055865666.1
LOC106058100	XP_055891529.1
LOC106058100	XP_055891530.1
LOC106058103	XP_013070931.2
LOC106058104	XP_055872769.1
LOC106058106	XP_013070932.2
LOC106058107	XP_055879286.1
LOC106058107	XP_055879287.1
LOC106058107	XP_055879289.1
LOC106058107	XP_055879290.1
LOC106058107	XP_055879291.1
LOC106058107	XP_055879292.1
LOC106058110	XP_055878328.1
LOC106058110	XP_055878329.1
LOC106058113	XP_013070941.2
LOC106058115	XP_055882273.1
LOC106058115	XP_055882275.1
LOC106058115	XP_055882282.1
LOC106058115	XP_055882290.1
LOC106058115	XP_055882295.1
LOC106058115	XP_055882301.1
LOC106058117	XP_055882027.1
LOC106058118	XP_055882060.1
LOC106058119	XP_055882048.1
LOC106058120	XP_055882067.1
LOC106058121	XP_055882126.1
LOC106058121	XP_055882133.1
LOC106058127	XP_013070948.1
LOC106058127	XP_013070950.1
LOC106058127	XP_055882146.1
LOC106058127	XP_055882167.1
LOC106058127	XP_055882175.1
LOC106058127	XP_055882184.1
LOC106058127	XP_055882193.1
LOC106058127	XP_055882204.1
LOC106058127	XP_055882211.1
LOC106058127	XP_055882218.1
LOC106058127	XP_055882224.1
LOC106058128	XP_013070957.2
LOC106058129	XP_013070958.2
LOC106058129	XP_013070959.2
LOC106058131	XP_013070960.2
LOC106058131	XP_013070961.2
LOC106058132	XP_013070962.1
LOC106058132	XP_055882392.1
LOC106058132	XP_055882402.1
LOC106058132	XP_055882410.1
LOC106058133	XP_055882345.1
LOC106058133	XP_055882350.1
LOC106058133	XP_055882356.1
LOC106058133	XP_055882364.1
LOC106058133	XP_055882371.1
LOC106058134	XP_013070965.2
LOC106058134	XP_013070966.2
LOC106058134	XP_013070967.2
LOC106058134	XP_055882449.1
LOC106058134	XP_055882456.1
LOC106058134	XP_055882463.1
LOC106058134	XP_055882466.1
LOC106058134	XP_055882475.1
LOC106058134	XP_055882483.1
LOC106058134	XP_055882492.1
LOC106058135	XP_013070969.1
LOC106058135	XP_013070970.1
LOC106058135	XP_055882435.1
LOC106058136	XP_013070971.2
LOC106058137	XP_013070972.2
LOC106058138	XP_055882525.1
LOC106058138	XP_055882531.1
LOC106058138	XP_055882540.1
LOC106058138	XP_055882547.1
LOC106058139	XP_055882079.1
LOC106058140	XP_055878696.1
LOC106058142	XP_055873221.1
LOC106058142	XP_055873222.1
LOC106058142	XP_055873223.1
LOC106058142	XP_055873224.1
LOC106058144	XP_055877932.1
LOC106058144	XP_055877933.1
LOC106058145	XP_055877934.1
LOC106058147	XP_055877936.1
LOC106058147	XP_055877938.1
LOC106058147	XP_055877939.1
LOC106058147	XP_055877940.1
LOC106058147	XP_055877941.1
LOC106058150	XP_013070984.2
LOC106058150	XP_055877942.1
LOC106058151	XP_055896710.1
LOC106058151	XP_055896711.1
LOC106058151	XP_055896712.1
LOC106058151	XP_055896713.1
LOC106058152	XP_055892736.1
LOC106058152	XP_055892737.1
LOC106058152	XP_055892738.1
LOC106058152	XP_055892739.1
LOC106058155	XP_055893931.1
LOC106058155	XP_055893932.1
LOC106058155	XP_055893933.1
LOC106058156	XP_055893937.1
LOC106058157	XP_055884021.1
LOC106058157	XP_055884022.1
LOC106058157	XP_055884023.1
LOC106058158	XP_055874716.1
LOC106058158	XP_055874717.1
LOC106058159	XP_055895630.1
LOC106058159	XP_055895631.1
LOC106058160	XP_055900172.1
LOC106058162	XP_055884141.1
LOC106058165	XP_055897217.1
LOC106058166	XP_013070997.1
LOC106058167	XP_055866997.1
LOC106058168	XP_013070998.1
LOC106058168	XP_055872780.1
LOC106058170	XP_013070999.1
LOC106058170	XP_013071002.1
LOC106058171	XP_055863729.1
LOC106058171	XP_055863730.1
LOC106058171	XP_055863731.1
LOC106058174	XP_055901587.1
LOC106058175	XP_013071009.2
LOC106058175	XP_055901600.1
LOC106058176	XP_013071011.1
LOC106058178	XP_055874719.1
LOC106058178	XP_055874721.1
LOC106058178	XP_055874722.1
LOC106058181	XP_055892947.1
LOC106058182	XP_055869103.1
LOC106058182	XP_055869104.1
LOC106058182	XP_055869105.1
LOC106058182	XP_055869106.1
LOC106058182	XP_055869107.1
LOC106058184	XP_055871190.1
LOC106058184	XP_055871191.1
LOC106058186	XP_055871908.1
LOC106058187	XP_013071019.2
LOC106058191	XP_055890069.1
LOC106058191	XP_055890070.1
LOC106058195	XP_055864333.1
LOC106058195	XP_055864334.1
LOC106058195	XP_055864336.1
LOC106058195	XP_055864337.1
LOC106058196	XP_013071026.2
LOC106058197	XP_055898081.1
LOC106058197	XP_055898082.1
LOC106058197	XP_055898083.1
LOC106058199	XP_055892347.1
LOC106058200	XP_055874718.1
LOC106058201	XP_055887388.1
LOC106058201	XP_055887389.1
LOC106058202	XP_055891909.1
LOC106058204	XP_055863363.1
LOC106058204	XP_055863364.1
LOC106058205	XP_055899248.1
LOC106058205	XP_055899249.1
LOC106058205	XP_055899250.1
LOC106058205	XP_055899251.1
LOC106058208	XP_055893940.1
LOC106058209	XP_055896461.1
LOC106058209	XP_055896462.1
LOC106058210	XP_055867110.1
LOC106058211	XP_055867494.1
LOC106058211	XP_055867495.1
LOC106058213	XP_055865351.1
LOC106058217	XP_055878852.1
LOC106058218	XP_013071043.2
LOC106058219	XP_013071044.2
LOC106058219	XP_013071045.2
LOC106058219	XP_055879807.1
LOC106058219	XP_055879808.1
LOC106058220	XP_055894110.1
LOC106058221	XP_013071047.2
LOC106058221	XP_055880681.1
LOC106058222	XP_055862668.1
LOC106058222	XP_055862669.1
LOC106058223	XP_055866754.1
LOC106058223	XP_055866755.1
LOC106058223	XP_055866756.1
LOC106058223	XP_055866757.1
LOC106058223	XP_055866758.1
LOC106058223	XP_055866759.1
LOC106058223	XP_055866760.1
LOC106058223	XP_055866761.1
LOC106058223	XP_055866762.1
LOC106058223	XP_055866764.1
LOC106058224	XP_055891015.1
LOC106058225	XP_055891375.1
LOC106058226	XP_013071057.2
LOC106058226	XP_055892575.1
LOC106058226	XP_055892576.1
LOC106058226	XP_055892577.1
LOC106058226	XP_055892578.1
LOC106058227	XP_055894109.1
LOC106058228	XP_013071058.2
LOC106058228	XP_013071059.2
LOC106058228	XP_013071060.2
LOC106058229	XP_013071062.2
LOC106058230	XP_055891353.1
LOC106058231	XP_013071064.2
LOC106058231	XP_013071065.2
LOC106058233	XP_055873214.1
LOC106058233	XP_055873215.1
LOC106058234	XP_055873705.1
LOC106058234	XP_055873706.1
LOC106058234	XP_055873707.1
LOC106058236	XP_055895355.1
LOC106058237	XP_055895364.1
LOC106058239	XP_013071071.2
LOC106058240	XP_055893139.1
LOC106058241	XP_055894850.1
LOC106058242	XP_013071075.2
LOC106058243	XP_055893141.1
LOC106058244	XP_055878695.1
LOC106058247	XP_055895356.1
LOC106058248	XP_013071080.2
LOC106058250	XP_055889188.1
LOC106058250	XP_055889189.1
LOC106058254	XP_013071083.2
LOC106058256	XP_055886471.1
LOC106058259	XP_055893246.1
LOC106058259	XP_055893247.1
LOC106058262	XP_055873796.1
LOC106058266	XP_055892518.1
LOC106058267	XP_013071095.2
LOC106058267	XP_055878825.1
LOC106058268	XP_055894104.1
LOC106058268	XP_055894105.1
LOC106058268	XP_055894106.1
LOC106058268	XP_055894107.1
LOC106058269	XP_055878809.1
LOC106058269	XP_055878810.1
LOC106058269	XP_055878811.1
LOC106058269	XP_055878812.1
LOC106058269	XP_055878813.1
LOC106058270	XP_055878819.1
LOC106058270	XP_055878820.1
LOC106058270	XP_055878821.1
LOC106058270	XP_055878822.1
LOC106058273	XP_055895730.1
LOC106058274	XP_055894096.1
LOC106058274	XP_055894098.1
LOC106058278	XP_055892192.1
LOC106058278	XP_055892198.1
LOC106058278	XP_055892207.1
LOC106058280	XP_013071121.2
LOC106058280	XP_055868705.1
LOC106058280	XP_055868716.1
LOC106058280	XP_055868722.1
LOC106058280	XP_055868732.1
LOC106058280	XP_055868736.1
LOC106058281	XP_013071122.1
LOC106058281	XP_013071124.1
LOC106058281	XP_013071125.1
LOC106058281	XP_013071126.1
LOC106058281	XP_055868763.1
LOC106058282	XP_013071129.2
LOC106058283	XP_055885493.1
LOC106058284	XP_013071130.2
LOC106058286	XP_013071132.2
LOC106058287	XP_055871819.1
LOC106058287	XP_055871820.1
LOC106058288	XP_013071134.1
LOC106058288	XP_055862327.1
LOC106058288	XP_055862328.1
LOC106058288	XP_055862329.1
LOC106058290	XP_013071137.2
LOC106058290	XP_055860041.1
LOC106058290	XP_055860043.1
LOC106058290	XP_055860044.1
LOC106058291	XP_013071138.1
LOC106058291	XP_013071139.1
LOC106058292	XP_013071143.2
LOC106058293	XP_055860045.1
LOC106058294	XP_055860353.1
LOC106058295	XP_055860351.1
LOC106058295	XP_055860352.1
LOC106058297	XP_055862124.1
LOC106058299	XP_055879275.1
LOC106058303	XP_013071148.2
LOC106058303	XP_013071149.2
LOC106058303	XP_013071150.2
LOC106058303	XP_055862567.1
LOC106058304	XP_055875881.1
LOC106058306	XP_055866011.1
LOC106058306	XP_055866012.1
LOC106058306	XP_055866013.1
LOC106058308	XP_055863405.1
LOC106058309	XP_013071156.2
LOC106058310	XP_013071157.1
LOC106058312	XP_055887328.1
LOC106058312	XP_055887329.1
LOC106058312	XP_055887330.1
LOC106058312	XP_055887331.1
LOC106058314	XP_055867383.1
LOC106058314	XP_055867384.1
LOC106058314	XP_055867385.1
LOC106058314	XP_055867386.1
LOC106058315	XP_055871167.1
LOC106058317	XP_055865401.1
LOC106058318	XP_055867455.1
LOC106058318	XP_055867456.1
LOC106058318	XP_055867457.1
LOC106058318	XP_055867458.1
LOC106058318	XP_055867459.1
LOC106058318	XP_055867460.1
LOC106058318	XP_055867461.1
LOC106058318	XP_055867462.1
LOC106058318	XP_055867463.1
LOC106058318	XP_055867464.1
LOC106058318	XP_055867465.1
LOC106058318	XP_055867466.1
LOC106058320	XP_013071165.1
LOC106058321	XP_013071166.1
LOC106058322	XP_055866850.1
LOC106058324	XP_013071168.2
LOC106058324	XP_013071169.2
LOC106058324	XP_055866286.1
LOC106058324	XP_055866287.1
LOC106058324	XP_055866288.1
LOC106058324	XP_055866289.1
LOC106058325	XP_013071170.2
LOC106058325	XP_013071171.2
LOC106058326	XP_055865979.1
LOC106058326	XP_055865980.1
LOC106058326	XP_055865981.1
LOC106058326	XP_055865982.1
LOC106058326	XP_055865984.1
LOC106058326	XP_055865985.1
LOC106058326	XP_055865986.1
LOC106058326	XP_055865987.1
LOC106058326	XP_055865988.1
LOC106058326	XP_055865989.1
LOC106058326	XP_055865990.1
LOC106058326	XP_055865991.1
LOC106058326	XP_055865992.1
LOC106058326	XP_055865993.1
LOC106058326	XP_055865995.1
LOC106058326	XP_055865996.1
LOC106058326	XP_055865997.1
LOC106058326	XP_055865998.1
LOC106058326	XP_055865999.1
LOC106058326	XP_055866000.1
LOC106058326	XP_055866001.1
LOC106058326	XP_055866002.1
LOC106058326	XP_055866003.1
LOC106058326	XP_055866004.1
LOC106058326	XP_055866006.1
LOC106058326	XP_055866007.1
LOC106058326	XP_055866008.1
LOC106058326	XP_055866009.1
LOC106058328	XP_055885737.1
LOC106058331	XP_013071190.2
LOC106058331	XP_055866010.1
LOC106058332	XP_055867467.1
LOC106058332	XP_055867468.1
LOC106058332	XP_055867469.1
LOC106058333	XP_055867470.1
LOC106058335	XP_013071197.2
LOC106058336	XP_055897755.1
LOC106058336	XP_055897756.1
LOC106058338	XP_055883130.1
LOC106058338	XP_055883131.1
LOC106058339	XP_013071198.2
LOC106058339	XP_013071199.2
LOC106058339	XP_055883188.1
LOC106058339	XP_055883189.1
LOC106058340	XP_055883186.1
LOC106058344	XP_055895641.1
LOC106058345	XP_055863858.1
LOC106058345	XP_055863859.1
LOC106058346	XP_013071207.2
LOC106058347	XP_055881224.1
LOC106058347	XP_055881225.1
LOC106058349	XP_055896500.1
LOC106058349	XP_055896501.1
LOC106058350	XP_055897252.1
LOC106058351	XP_055897246.1
LOC106058351	XP_055897247.1
LOC106058351	XP_055897248.1
LOC106058351	XP_055897249.1
LOC106058351	XP_055897250.1
LOC106058351	XP_055897251.1
LOC106058352	XP_055892416.1
LOC106058352	XP_055892417.1
LOC106058352	XP_055892418.1
LOC106058352	XP_055892419.1
LOC106058352	XP_055892420.1
LOC106058352	XP_055892421.1
LOC106058353	XP_013071219.1
LOC106058355	XP_013071217.2
LOC106058355	XP_055860013.1
LOC106058357	XP_055875057.1
LOC106058358	XP_055899194.1
LOC106058359	XP_013071224.1
LOC106058359	XP_013071226.1
LOC106058359	XP_013071227.1
LOC106058359	XP_013071228.1
LOC106058359	XP_013071231.1
LOC106058359	XP_055898363.1
LOC106058359	XP_055898364.1
LOC106058359	XP_055898365.1
LOC106058359	XP_055898366.1
LOC106058359	XP_055898367.1
LOC106058359	XP_055898368.1
LOC106058359	XP_055898369.1
LOC106058359	XP_055898370.1
LOC106058359	XP_055898371.1
LOC106058362	XP_055889372.1
LOC106058367	XP_055898239.1
LOC106058367	XP_055898240.1
LOC106058367	XP_055898241.1
LOC106058367	XP_055898242.1
LOC106058367	XP_055898243.1
LOC106058367	XP_055898244.1
LOC106058367	XP_055898245.1
LOC106058367	XP_055898246.1
LOC106058367	XP_055898247.1
LOC106058367	XP_055898249.1
LOC106058367	XP_055898250.1
LOC106058368	XP_013071240.2
LOC106058368	XP_055897727.1
LOC106058368	XP_055897728.1
LOC106058368	XP_055897729.1
LOC106058369	XP_055898528.1
LOC106058369	XP_055898529.1
LOC106058369	XP_055898531.1
LOC106058369	XP_055898532.1
LOC106058370	XP_055898533.1
LOC106058370	XP_055898534.1
LOC106058371	XP_013071246.2
LOC106058371	XP_013071247.2
LOC106058374	XP_055873086.1
LOC106058374	XP_055873087.1
LOC106058376	XP_055873088.1
LOC106058376	XP_055873089.1
LOC106058376	XP_055873090.1
LOC106058378	XP_055860878.1
LOC106058378	XP_055860879.1
LOC106058381	XP_013071256.2
LOC106058382	XP_055864609.1
LOC106058382	XP_055864610.1
LOC106058383	XP_055864711.1
LOC106058383	XP_055864712.1
LOC106058383	XP_055864713.1
LOC106058383	XP_055864714.1
LOC106058383	XP_055864715.1
LOC106058383	XP_055864716.1
LOC106058383	XP_055864717.1
LOC106058383	XP_055864718.1
LOC106058383	XP_055864719.1
LOC106058385	XP_055878716.1
LOC106058385	XP_055878717.1
LOC106058385	XP_055878719.1
LOC106058386	XP_055861877.1
LOC106058387	XP_055899594.1
LOC106058387	XP_055899595.1
LOC106058389	XP_013071263.2
LOC106058389	XP_055895433.1
LOC106058389	XP_055895434.1
LOC106058389	XP_055895435.1
LOC106058390	XP_013071269.2
LOC106058390	XP_013071276.2
LOC106058390	XP_055885151.1
LOC106058390	XP_055885152.1
LOC106058390	XP_055885154.1
LOC106058393	XP_055892607.1
LOC106058394	XP_055887443.1
LOC106058395	XP_055864640.1
LOC106058396	XP_055863304.1
LOC106058399	XP_055863303.1
LOC106058400	XP_013071277.2
LOC106058401	XP_055897764.1
LOC106058402	XP_055894916.1
LOC106058402	XP_055894917.1
LOC106058402	XP_055894918.1
LOC106058406	XP_055883167.1
LOC106058407	XP_013071285.2
LOC106058408	XP_013071286.1
LOC106058410	XP_055899517.1
LOC106058410	XP_055899518.1
LOC106058413	XP_013071294.2
LOC106058413	XP_013071303.2
LOC106058413	XP_055884291.1
LOC106058413	XP_055884292.1
LOC106058413	XP_055884293.1
LOC106058415	XP_055894420.1
LOC106058415	XP_055894421.1
LOC106058415	XP_055894422.1
LOC106058415	XP_055894423.1
LOC106058415	XP_055894424.1
LOC106058415	XP_055894425.1
LOC106058415	XP_055894426.1
LOC106058415	XP_055894427.1
LOC106058415	XP_055894428.1
LOC106058415	XP_055894429.1
LOC106058415	XP_055894430.1
LOC106058415	XP_055894431.1
LOC106058415	XP_055894432.1
LOC106058415	XP_055894433.1
LOC106058416	XP_013071292.2
LOC106058417	XP_055894594.1
LOC106058417	XP_055894595.1
LOC106058418	XP_055895222.1
LOC106058419	XP_055894435.1
LOC106058419	XP_055894436.1
LOC106058419	XP_055894437.1
LOC106058420	XP_013071300.2
LOC106058420	XP_013071301.2
LOC106058420	XP_055894978.1
LOC106058421	XP_055894471.1
LOC106058422	XP_055894464.1
LOC106058422	XP_055894465.1
LOC106058422	XP_055894466.1
LOC106058422	XP_055894467.1
LOC106058422	XP_055894468.1
LOC106058422	XP_055894469.1
LOC106058422	XP_055894470.1
LOC106058423	XP_013071308.2
LOC106058424	XP_013071309.2
LOC106058425	XP_055894120.1
LOC106058426	XP_013071311.2
LOC106058426	XP_013071312.2
LOC106058426	XP_055895101.1
LOC106058427	XP_013071315.2
LOC106058427	XP_055887301.1
LOC106058427	XP_055887302.1
LOC106058427	XP_055887303.1
LOC106058427	XP_055887304.1
LOC106058427	XP_055887305.1
LOC106058428	XP_055895604.1
LOC106058429	XP_013071314.1
LOC106058431	XP_013071316.2
LOC106058431	XP_055893168.1
LOC106058437	XP_013071324.2
LOC106058437	XP_055886361.1
LOC106058438	XP_013071321.2
LOC106058438	XP_055880538.1
LOC106058438	XP_055880539.1
LOC106058438	XP_055880541.1
LOC106058438	XP_055880542.1
LOC106058440	XP_055882002.1
LOC106058445	XP_055867854.1
LOC106058445	XP_055867855.1
LOC106058447	XP_055869407.1
LOC106058448	XP_055885155.1
LOC106058448	XP_055885156.1
LOC106058449	XP_055891470.1
LOC106058449	XP_055891471.1
LOC106058449	XP_055891472.1
LOC106058449	XP_055891473.1
LOC106058449	XP_055891474.1
LOC106058450	XP_055899107.1
LOC106058452	XP_055884952.1
LOC106058452	XP_055884953.1
LOC106058452	XP_055884954.1
LOC106058452	XP_055884956.1
LOC106058452	XP_055884957.1
LOC106058453	XP_055870348.1
LOC106058453	XP_055870349.1
LOC106058453	XP_055870350.1
LOC106058455	XP_055870351.1
LOC106058455	XP_055870352.1
LOC106058456	XP_013071344.2
LOC106058456	XP_055886472.1
LOC106058457	XP_055888423.1
LOC106058457	XP_055888424.1
LOC106058458	XP_055873503.1
LOC106058459	XP_055863133.1
LOC106058464	XP_055877446.1
LOC106058466	XP_055877448.1
LOC106058467	XP_055896489.1
LOC106058470	XP_055897660.1
LOC106058470	XP_055897661.1
LOC106058470	XP_055897662.1
LOC106058472	XP_013071358.2
LOC106058472	XP_013071359.2
LOC106058473	XP_055897795.1
LOC106058473	XP_055897796.1
LOC106058473	XP_055897797.1
LOC106058474	XP_013071364.2
LOC106058475	XP_013071365.2
LOC106058481	XP_055891130.1
LOC106058481	XP_055891131.1
LOC106058481	XP_055891132.1
LOC106058482	XP_013071378.2
LOC106058482	XP_055901106.1
LOC106058482	XP_055901107.1
LOC106058482	XP_055901108.1
LOC106058482	XP_055901109.1
LOC106058482	XP_055901110.1
LOC106058482	XP_055901111.1
LOC106058482	XP_055901112.1
LOC106058482	XP_055901113.1
LOC106058482	XP_055901114.1
LOC106058482	XP_055901115.1
LOC106058482	XP_055901116.1
LOC106058482	XP_055901117.1
LOC106058482	XP_055901118.1
LOC106058482	XP_055901119.1
LOC106058482	XP_055901120.1
LOC106058482	XP_055901121.1
LOC106058482	XP_055901122.1
LOC106058483	XP_055886121.1
LOC106058483	XP_055886122.1
LOC106058484	XP_055901132.1
LOC106058484	XP_055901133.1
LOC106058484	XP_055901134.1
LOC106058484	XP_055901135.1
LOC106058484	XP_055901136.1
LOC106058484	XP_055901137.1
LOC106058485	XP_013071384.2
LOC106058486	XP_013071386.2
LOC106058487	XP_055892164.1
LOC106058487	XP_055892166.1
LOC106058488	XP_055892167.1
LOC106058488	XP_055892168.1
LOC106058491	XP_055875687.1
LOC106058491	XP_055875688.1
LOC106058491	XP_055875689.1
LOC106058492	XP_055875686.1
LOC106058494	XP_013071395.2
LOC106058494	XP_013071403.2
LOC106058494	XP_013071409.2
LOC106058494	XP_013071416.2
LOC106058494	XP_013071426.2
LOC106058494	XP_013071435.2
LOC106058494	XP_055885455.1
LOC106058494	XP_055885457.1
LOC106058495	XP_013071392.2
LOC106058496	XP_055860362.1
LOC106058497	XP_013071393.2
LOC106058501	XP_013071399.1
LOC106058502	XP_055860676.1
LOC106058502	XP_055860677.1
LOC106058502	XP_055860678.1
LOC106058502	XP_055860679.1
LOC106058502	XP_055860680.1
LOC106058502	XP_055860683.1
LOC106058502	XP_055860684.1
LOC106058502	XP_055860685.1
LOC106058502	XP_055860686.1
LOC106058502	XP_055860687.1
LOC106058502	XP_055860688.1
LOC106058502	XP_055860689.1
LOC106058502	XP_055860690.1
LOC106058502	XP_055860691.1
LOC106058503	XP_013071404.2
LOC106058503	XP_055901411.1
LOC106058503	XP_055901412.1
LOC106058504	XP_055901436.1
LOC106058504	XP_055901437.1
LOC106058505	XP_055869608.1
LOC106058505	XP_055869616.1
LOC106058509	XP_055885907.1
LOC106058510	XP_055886633.1
LOC106058513	XP_055887308.1
LOC106058514	XP_055887306.1
LOC106058514	XP_055887307.1
LOC106058516	XP_013071415.2
LOC106058518	XP_055885131.1
LOC106058518	XP_055885132.1
LOC106058519	XP_013071427.2
LOC106058519	XP_055886629.1
LOC106058519	XP_055886630.1
LOC106058520	XP_013071428.2
LOC106058520	XP_055886780.1
LOC106058521	XP_055887309.1
LOC106058522	XP_013071431.1
LOC106058522	XP_013071432.1
LOC106058522	XP_013071433.1
LOC106058522	XP_055887313.1
LOC106058522	XP_055887314.1
LOC106058522	XP_055887315.1
LOC106058522	XP_055887316.1
LOC106058523	XP_055865950.1
LOC106058523	XP_055865951.1
LOC106058523	XP_055865952.1
LOC106058523	XP_055865953.1
LOC106058523	XP_055865954.1
LOC106058523	XP_055865955.1
LOC106058523	XP_055865956.1
LOC106058524	XP_055866542.1
LOC106058524	XP_055866543.1
LOC106058524	XP_055866544.1
LOC106058526	XP_055873404.1
LOC106058531	XP_013071442.2
LOC106058531	XP_055886698.1
LOC106058531	XP_055886699.1
LOC106058532	XP_055891002.1
LOC106058532	XP_055891004.1
LOC106058533	XP_013071440.2
LOC106058534	XP_055876869.1
LOC106058534	XP_055876870.1
LOC106058535	XP_055899911.1
LOC106058535	XP_055899916.1
LOC106058535	XP_055899924.1
LOC106058535	XP_055899935.1
LOC106058535	XP_055899945.1
LOC106058535	XP_055899949.1
LOC106058535	XP_055899954.1
LOC106058536	XP_055900013.1
LOC106058536	XP_055900017.1
LOC106058536	XP_055900024.1
LOC106058536	XP_055900032.1
LOC106058536	XP_055900038.1
LOC106058536	XP_055900043.1
LOC106058536	XP_055900046.1
LOC106058536	XP_055900048.1
LOC106058536	XP_055900057.1
LOC106058536	XP_055900063.1
LOC106058536	XP_055900065.1
LOC106058536	XP_055900070.1
LOC106058536	XP_055900076.1
LOC106058536	XP_055900083.1
LOC106058538	XP_055899996.1
LOC106058538	XP_055900002.1
LOC106058539	XP_013071448.1
LOC106058540	XP_013071449.1
